tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source,clean_tweets
@Jim_Howard_13 @RepAndyBiggsAZ @RandPaul just go drink #clorox,1.2603385635032635e+18,corporationsgonewild 🌊,any town USA,,2020-05-12,1.0,,,Twitter Web App,jim howard repandybiggsaz randpaul go drink clorox
Latest study of #Trump's proposed #COVID19 drug #hydroxychloroquine proves it's a dangerous flop--causes heart prob… https://t.co/YAalIMgEG0,1.2603342667324785e+18,Darius,"Berkeley, CA",,2020-05-12,0.0,,,Twitter for Android,latest study trump proposed covid drug hydroxychloroquine proves dangerous flop causes heart prob https co yaalimgeg
"Restock!!

Clorox Fraganzia Multi-Purpose Cleaner, Forest Dew, 175 Ounces 

Starting at $14.52… https://t.co/VknAtmUxZv",1.2603221767224402e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,0.0,,,Twitter Web App,restock clorox fraganzia multi purpose cleaner forest dew ounces starting https co vknatmuxzv
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.2603163113614828e+18,jeaned62803,,,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"😊
[...] Alec #Baldwin returns as President #Trump drinking #Clorox in 'SNL' opener [...]
https://t.co/SthqTzmbd6",1.26031458828279e+18,Desnot,Paris Bastille ,,2020-05-12,0.0,,,Twitter Web App,alec baldwin returns president trump drinking clorox snl opener https co sthqtzmbd
"Go drink some #Clorox... your breath stinks
#TrumpIsALoser 
#TrumpIsALaughingStock 
#WorstPresidentInHistory… https://t.co/M4meA66LNi",1.2603078990473912e+18,Tracy,,,2020-05-12,0.0,,,Twitter Web App,go drink clorox breath stinks trumpisaloser trumpisalaughingstock worstpresidentinhistory https co mea lni
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.2602994163736123e+18,nancii,Where ever I want to be ,,2020-05-12,0.0,,,Echofon,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.2602903121334682e+18,guccigoogirl,Los Angeles/Hawaii,,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.260263407392981e+18,Victoria MacDonald,"California, USA",,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"Restock!! 

Clorox 4 in 1 Disinfectant Sanitizer

Starting at $7.19

*location based and may not be available to al… https://t.co/Vxp18OAej3",1.260262644436648e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,1.0,,,Twitter Web App,restock clorox disinfectant sanitizer starting location based may available al https co vxp oaej
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.2602614505950044e+18,Watchman ن,,,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.260259083082281e+18,Krystal 🏁💙💜💛,California ,,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
RT @claytoonz: Does the Trump cult have a new mascot? Oh yeah! https://t.co/JMufis33UB #Trump #TrumpDisinfectant #TrumpIsALaughingStock #Bl…,1.260257828129792e+18,Joe Kapler 🌊🌊🆘,Edmonton Alberta Canada,,2020-05-12,0.0,,,Twitter Web App,rt claytoonz trump cult new mascot oh yeah https co jmufis ub trump trumpdisinfectant trumpisalaughingstock bl
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.260257386914181e+18,Educator 👩🏽‍🏫,United States,,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
RT @claytoonz: My blog for this week's cartoon for CNN. https://t.co/7NdYEYRjJq #trumpvirus #BLEACH #TrumpVirus #TrumpDisinfectant #TrumpIs…,1.2602569715815834e+18,Joe Kapler 🌊🌊🆘,Edmonton Alberta Canada,,2020-05-12,0.0,,,Twitter Web App,rt claytoonz blog week cartoon cnn https co ndyeyrjjq trumpvirus bleach trumpvirus trumpdisinfectant trumpis
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.26025674892698e+18,J🎃S,,,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"Clorox Disinfecting Wipes, Bleach Free Cleaning Wipes - Crisp Lemon, 75 Count Each (Pack of 6)

Starting at $31

Tr… https://t.co/kh3xsnDBBB",1.260255364697776e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,0.0,,,Twitter Web App,clorox disinfecting wipes bleach free cleaning wipes crisp lemon count pack starting tr https co kh xsndbbb
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.2602548500145357e+18,Gayle-Lynne,"Los Angeles, CA",,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.2602540771050414e+18,caballota,"oc, califas.",,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.260253798783574e+18,Jenny,,,2020-05-12,0.0,,,Twitter for Android,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.260253050909819e+18,Andrew Alexander Castaneda,,,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.2602527505766195e+18,Ricky Jr and David jr and bill,"Bell Gardens, CA",,2020-05-12,0.0,,,Twitter for Android,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"RT @ABC7: Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days a week. Here'…",1.2602524478024172e+18,Kylie Mawson,Orange County,,2020-05-12,0.0,,,Twitter for iPhone,rt abc searching high low clorox disinfecting wipes company running plants hours day days week
"Searching high and low for #Clorox disinfecting wipes? The company is now running its plants 24 hours a day, 7 days… https://t.co/p4j0tS5Qdp",1.260252142071239e+18,ABC7 Eyewitness News,,,2020-05-12,55.0,,,Twitter Web App,searching high low clorox disinfecting wipes company running plants hours day days https co p j ts qdp
RT @BethKmitch1: @realDonaldTrump  get off Twitter and start doing your job. You weren nominated to sit on the phone all day like us and tw…,1.2602427975647396e+18,Paul Campbell Haider🌹,Weybridge(Anarchy in UK🇬🇧),,2020-05-12,0.0,,,Twitter for iPhone,rt bethkmitch realdonaldtrump get twitter start job nominated sit phone day like us tw
"@realDonaldTrump Hahaha, nope, #WiddleDonnie, that is not what happened. 

In spite of your recommendation to chug… https://t.co/2Z8coRc97x",1.2602427745380106e+18,Peter Kent,Planet Earth,,2020-05-12,0.0,,,Twitter for iPhone,realdonaldtrump hahaha nope widdledonnie happened spite recommendation chug https co z corc x
"@elonmusk @AlexBerenson At this time, getting #clorox products is harder than #covid tests!",1.2602408692543652e+18,DesiInCT,Happy Place!,,2020-05-12,0.0,,,Twitter Web App,elonmusk alexberenson time getting clorox products harder covid tests
#RandPaul should shut up. Wasn’tthst little fuck retiring? #SenateHearing #Echo #clorox drinker,1.260231929678508e+18,Blue Oyster Dvp,NY displaced from Oakland,,2020-05-12,0.0,,,Twitter for iPhone,randpaul shut tthst little fuck retiring senatehearing echo clorox drinker
#RandPaul is a piece of shit. He is the biggest #Hypocrite at the #SenateHearing . He’s echoing too. #clorox drinker. #COVID19,1.2602316660958413e+18,Blue Oyster Dvp,NY displaced from Oakland,,2020-05-12,2.0,,,Twitter for iPhone,randpaul piece shit biggest hypocrite senatehearing echoing clorox drinker covid
Just listen to #RichardBurr at the #SenateHearing . That’s what happens when you drink #clorox before your 5 minutes of questioning.,1.2602298769022362e+18,Blue Oyster Dvp,NY displaced from Oakland,,2020-05-12,1.0,,,Twitter for iPhone,listen richardburr senatehearing happens drink clorox minutes questioning
#clorox so what’s in Clorox wipes and Lysol that makes Reckitt Benckiser Group PLC unable to put anymore out. I use… https://t.co/Ix0Jsx4R3R,1.2602282399994348e+18,Reeshemah G,Texas,,2020-05-12,0.0,,,Twitter for iPhone,clorox clorox wipes lysol makes reckitt benckiser group plc unable put anymore use https co ix jsx r r
"Clorox Zero Splash Bleach Packs (4 Pack) 

Starting at $14.76

https://t.co/DW5vn0tP2V 

#ad #clorox #bleach #packs https://t.co/cLkZRPkmhD",1.2602269619238584e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,0.0,,,Twitter Web App,clorox zero splash bleach packs pack starting https co dw vn tp v ad clorox bleach packs https co clkzrpkmhd
@AndrewPollackFL @realDonaldTrump Are you on the #clorox #SuperSnowflake?! Did you get a hold of some bad #covfefe?… https://t.co/yUWJhzuSlo,1.2602218784232366e+18,Beachbilly Comma Floraduh is a Depeche Mode fan!!!,I Live Over There ,,2020-05-12,0.0,,,Twitter Web App,andrewpollackfl realdonaldtrump clorox supersnowflake get hold bad covfefe https co yuwjhzuslo
"Tweeps, it's #Clorox not ""Chlorox."" Use spellcheck.",1.260219319729877e+18,Peggy Stuart,"Bend, Oregon, USA",,2020-05-12,1.0,,,Twitter Web App,tweeps clorox chlorox use spellcheck
"Q1 2020 Earnings Recap webinar &gt;
Watch in on demand: #airlines cash burn rates, #oilandgas borrowing base redetermi… https://t.co/C7vlnZgkTi",1.2602082584904745e+18,Sentieo,"New York, NY",,2020-05-12,0.0,,,Buffer,q earnings recap webinar watch demand airlines cash burn rates oilandgas borrowing base redetermi https co c vlnzgkti
@Walmart @bathbodyworks @fivebelow @amazon all of you have helped me get essential goods with out leaving my home!… https://t.co/4Wq8yia2p0,1.260207386993795e+18,FootieLover⚽,"NJ, USA",,2020-05-12,1.0,,,Twitter for iPhone,walmart bathbodyworks fivebelow amazon helped get essential goods leaving home https co wq yia p
"Restocked!!

Clorox Zero Splash Bleach Crystals, Regular Scent, 24 Oz, 3 Pack 

Use Clorox Bleach Crystals as you w… https://t.co/vWIEk1lyg9",1.2602037162606387e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,0.0,,,Twitter Web App,restocked clorox zero splash bleach crystals regular scent oz pack use clorox bleach crystals w https co vwiek lyg
"I have searched from Knoxville to Ooltewah to Chattanooga &amp; Calhoun, GA until I finally locate Clorox disinfecting… https://t.co/FHeW1vWDad",1.2602037051247534e+18,Wendy King 🇺🇸😀🍊,"Chattanooga, TN","{'type': 'Point', 'coordinates': [-85.68161077, 35.04049246]}",2020-05-12,0.0,"{'type': 'Point', 'coordinates': [35.04049246, -85.68161077]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='76660faa26ab13ad', url='https://api.twitter.com/1.1/geo/id/76660faa26ab13ad.json', place_type='city', name='Kimball', full_name='Kimball, TN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-85.6907012, 35.038257], [-85.629334, 35.038257], [-85.629334, 35.064056], [-85.6907012, 35.064056]]]), attributes={})",Instagram,searched knoxville ooltewah chattanooga calhoun ga finally locate clorox disinfecting https co fhew vwdad
#Clorox #Cleaningup clothing stains https://t.co/6kJbRA57Kj https://t.co/qIirHfpbCs,1.2602036465974354e+18,KGervin,,,2020-05-12,0.0,,,The Social Jukebox,clorox cleaningup clothing stains https co kjbra kj https co qiirhfpbcs
@7104child @off_person @danielchaitin7 @dcexaminer #TrumpCorruption 💉 #Clorox 💉 https://t.co/0AccHxT7I3,1.2602032140722135e+18,Chairman You,"Los Angeles, CA",,2020-05-12,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for Android,child person danielchaitin dcexaminer trumpcorruption clorox https co acchxt
"RT @ComradeYou: @jamesin22677333 @danielchaitin7 @dcexaminer LOVE THE CAPS, JAMES! IT'S AN INCREDIBLE THING! 😷 #TrumpIsALoser 🤏 #Clorox 💉",1.260202719207293e+18,james inman TESTSTESTSTESTS,"Washington, USA",,2020-05-12,0.0,,,Twitter for Android,rt comradeyou jamesin danielchaitin dcexaminer love caps james incredible thing trumpisaloser clorox
"@jamesin22677333 @danielchaitin7 @dcexaminer LOVE THE CAPS, JAMES! IT'S AN INCREDIBLE THING! 😷 #TrumpIsALoser 🤏 #Clorox 💉",1.2602024502810993e+18,Chairman You,"Los Angeles, CA",,2020-05-12,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for Android,jamesin danielchaitin dcexaminer love caps james incredible thing trumpisaloser clorox
"RT @Codes4Deals: Morning Restock

Clorox Disinfecting Bleach Free Cleaning Wipes, Fresh Scent, 75 Wipes, Pack of 3

Starting at $11.97

Try…",1.260198423023833e+18,Ace of Shades,,,2020-05-12,0.0,,,Twitter for iPhone,rt codes deals morning restock clorox disinfecting bleach free cleaning wipes fresh scent wipes pack starting try
"RT @Codes4Deals: Morning Restock

Clorox Disinfecting Bleach Free Cleaning Wipes, Fresh Scent, 75 Wipes, Pack of 3

Starting at $11.97

Try…",1.260198392812073e+18,The Beard Whisperer,"Honolulu, HI",,2020-05-12,0.0,,,Twitter for Android,rt codes deals morning restock clorox disinfecting bleach free cleaning wipes fresh scent wipes pack starting try
"RT @Codes4Deals: Morning Restock

Clorox Disinfecting Bleach Free Cleaning Wipes, Fresh Scent, 75 Wipes, Pack of 3

Starting at $11.97

Try…",1.2601983759175844e+18,bobbie lee swagger,,,2020-05-12,0.0,,,Tweetbot for iΟS,rt codes deals morning restock clorox disinfecting bleach free cleaning wipes fresh scent wipes pack starting try
"RT @Codes4Deals: Morning Restock

Clorox Disinfecting Bleach Free Cleaning Wipes, Fresh Scent, 75 Wipes, Pack of 3

Starting at $11.97

Try…",1.2601976956769198e+18,Luther Vandals,DM(V),,2020-05-12,0.0,,,Twitter for iPhone,rt codes deals morning restock clorox disinfecting bleach free cleaning wipes fresh scent wipes pack starting try
"RT @Codes4Deals: Morning Restock

Clorox Disinfecting Bleach Free Cleaning Wipes, Fresh Scent, 75 Wipes, Pack of 3

Starting at $11.97

Try…",1.2601975522233797e+18,Piscean Princess,"Mississippi, USA",,2020-05-12,0.0,,,Twitter for Android,rt codes deals morning restock clorox disinfecting bleach free cleaning wipes fresh scent wipes pack starting try
"Morning Restock

Clorox Disinfecting Bleach Free Cleaning Wipes, Fresh Scent, 75 Wipes, Pack of 3

Starting at $11.… https://t.co/f81PjdwTah",1.2601968333070418e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,2.0,,,Twitter Web App,morning restock clorox disinfecting bleach free cleaning wipes fresh scent wipes pack starting https co f pjdwtah
"$CLX enters an Uptrend as Momentum Indicator exceeded the 0 level on May 1, 2020. View odds for this and other indi… https://t.co/aIh9tLDIN4",1.260195764451459e+18,Tickeron,"Sunnyvale, CA",,2020-05-12,0.0,,,Tickeron,clx enters uptrend momentum indicator exceeded level may view odds indi https co aih tldin
Scientists are talking about injecting #Clorox into your body to fight the virus.? Any dumb ass fucker that does th… https://t.co/w1VyamNqBE,1.2601844004673004e+18,Danny 🇺🇸,At a baseball field.,,2020-05-12,3.0,,,Twitter for iPhone,scientists talking injecting clorox body fight virus dumb ass fucker th https co w vyamnqbe
"RT @anupartha: Despite the upheaval caused by the #coronavirus pandemic, some companies been thriving because of dramatic shifts in consume…",1.2601764730018245e+18,Aadi,"Bengaluru, India",,2020-05-12,0.0,,,Twitter for Android,rt anupartha despite upheaval caused coronavirus pandemic companies thriving dramatic shifts consume
@realDonaldTrump Someone had their #Clorox this morning? #TrumpOwnsEveryDeath #TrumpDeathToll81K,1.2601745498213745e+18,Tiny Hands Donnie,United States,,2020-05-12,0.0,,,Twitter for iPhone,realdonaldtrump someone clorox morning trumpownseverydeath trumpdeathtoll k
@adasomg @realDonaldTrump Someone find the sharpies and a map! @adasomg Have you taken your dose of #Clorox today?,1.2601694232074404e+18,Tiny Hands Donnie,United States,,2020-05-12,2.0,,,Twitter for iPhone,adasomg realdonaldtrump someone find sharpies map adasomg taken dose clorox today
When to expect more .@Clorox wipes at the store - GMA - https://t.co/9RhVPFGplN via .@GMA #clorox #coronavirus #covid19,1.2601583294829322e+18,diamondave,"Hollyweird, CA",,2020-05-12,0.0,,,Twitter Web Client,expect clorox wipes store gma https co rhvpfgpln via gma clorox coronavirus covid
"#Trump says, “If you drink #Clorox &amp; receive #UVLight treatments, you don’t need to be tested cuz you’re protected.… https://t.co/WjMGC2jmUc",1.260158025542906e+18,RHONarcissus,,,2020-05-12,0.0,,,Twitter for iPhone,trump says drink clorox receive uvlight treatments need tested cuz protected https co wjmgc jmuc
Is #Trump more orange than usual? Is that due to his #Clorox baths &amp; #UVlight treatments to protect him from… https://t.co/FaPvPiZDfw,1.260155471102726e+18,RHONarcissus,,,2020-05-12,0.0,,,Twitter for iPhone,trump orange usual due clorox baths uvlight treatments protect https co fapvpizdfw
"RT @angryvet9: #MoscowMitchMcConnell  Just for you Moscow,, In Case of Emergency https://t.co/ZieJfrxYAa #clorox",1.2601545421985792e+18,Greg Puckett,Nationwide!,,2020-05-12,2.0,,,TweetCaster for Android,rt angryvet moscowmitchmcconnell moscow case emergency https co ziejfrxyaa clorox
RT @Peppermint247: while we are all in #lockdown laughing at bleach jokes ( Many of which ARE funny) #Trump is CURRENTLY making it LEGAL to…,1.2601467980747612e+18,The Black Cat Army,UK,,2020-05-12,0.0,,,Twitter Web App,rt peppermint lockdown laughing bleach jokes many funny trump currently making legal
RT @Peppermint247: while we are all in #lockdown laughing at bleach jokes ( Many of which ARE funny) #Trump is CURRENTLY making it LEGAL to…,1.2601190133440594e+18,Laken Olivia Powers,"Arkansas, USA",,2020-05-12,0.0,,,Twitter for iPhone,rt peppermint lockdown laughing bleach jokes many funny trump currently making legal
"RT @AmalShal27: @mmpadellan @realDonaldTrump @brianstelter #TrumpMeltdown
ADVICE OF GREAT THINGS
#LIGHTBULBS
#CLOROX
#NEEDLES TO INJECT INC…",1.2600911340906414e+18,AMAL SHAL LOVES AYMAN SHAL 💙💙💙💙💙💙💙💙💙💙💙,SOMEWHERE WITH MY AYMAN 💕💕,,2020-05-12,0.0,,,Twitter for Android,rt amalshal mmpadellan realdonaldtrump brianstelter trumpmeltdown advice great things lightbulbs clorox needles inject inc
"RT @amriana: @sarahcpr April 23rd, 2020
#TheDayOfInsanity45

Half the #World was up all night,
wondering - did I hear that right? 
What?! C…",1.260068667666182e+18,John Foderick,"Minnesota, USA",,2020-05-12,0.0,,,Twitter for Android,rt amriana sarahcpr april rd thedayofinsanity half world night wondering hear right c
@gtconway3d Many people are wondering if #DonaldTrump has been drinking #Clorox recently.,1.2600571559332209e+18,Western Civil,,,2020-05-12,0.0,,,Twitter Web App,gtconway many people wondering donaldtrump drinking clorox recently
"RT @JardinAngels: @realDonaldTrump Midwesterners were already doubting Trump. Covid could seal his political fate

“The genius may think we…",1.2600544372734034e+18,💐Chateau de Resistance💐,Texas,,2020-05-12,0.0,,,Twitter for iPhone,rt jardinangels realdonaldtrump midwesterners already doubting trump covid could seal political fate genius may think
"I think everyone should take a sanitizer shower 3 times a day, followed by washing your clothes in #Clorox.
We are… https://t.co/5B97N2eYws",1.2600537532957125e+18,EmptyBarrelNews,Deep Blue Bankrupt #CT,,2020-05-12,0.0,,,Twitter Web App,think everyone take sanitizer shower times day followed washing clothes clorox https co b n eyws
"@realDonaldTrump Midwesterners were already doubting Trump. Covid could seal his political fate

“The genius may th… https://t.co/x1f021DxDN",1.2600488391317504e+18,💐Chateau de Resistance💐,Texas,,2020-05-12,3.0,,,Twitter for iPhone,realdonaldtrump midwesterners already doubting trump covid could seal political fate genius may th https co x f dxdn
"RT @amriana: @sarahcpr April 23rd, 2020
#TheDayOfInsanity45

Half the #World was up all night,
wondering - did I hear that right? 
What?! C…",1.2600462801532357e+18,Diane Andre,,,2020-05-12,0.0,,,Twitter for Android,rt amriana sarahcpr april rd thedayofinsanity half world night wondering hear right c
When are #Clorox wipes coming back?,1.2600403105471898e+18,Meagan,New Jersey | SoCal,,2020-05-12,0.0,,,Twitter for iPhone,clorox wipes coming back
"RT @Codes4Deals: Clorox Clean-Up Disinfectant Bleach Cleaner, Fresh Scent (Pack of 2) 

*location based and may not be available to all buy…",1.2600397898495795e+18,Alicia,Crimson Nation AL,,2020-05-12,0.0,,,Twitter for iPhone,rt codes deals clorox clean disinfectant bleach cleaner fresh scent pack location based may available buy
"Clorox Clean-Up Disinfectant Bleach Cleaner, Fresh Scent (Pack of 2) 

*location based and may not be available to… https://t.co/INm4zOPPAc",1.2600384264574484e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,0.0,,,Twitter Web App,clorox clean disinfectant bleach cleaner fresh scent pack location based may available https co inm zoppac
"Restock!! Will sell out quick.

Clorox Disinfecting Wipes, Bleach Free Cleaning Wipes - Fresh Scent, 75 Count 

*lo… https://t.co/uskQhXvKIl",1.260036456694702e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,0.0,,,Twitter Web App,restock sell quick clorox disinfecting wipes bleach free cleaning wipes fresh scent count lo https co uskqhxvkil
"Restock!! Will sell out quick.

Clorox Disinfecting Wipes, Bleach Free Cleaning Wipes - Fresh Scent, 75 Count 

*lo… https://t.co/hqGXrDy72T",1.2600359405394575e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-12,1.0,,,Twitter Web App,restock sell quick clorox disinfecting wipes bleach free cleaning wipes fresh scent count lo https co hqgxrdy
@funder Didn't watch  but  saw clips   Worst Lies #RacistInChief #TrumpPressConference  Worst presser since… https://t.co/UbuNRTqgdZ,1.2600357122267013e+18,Hassie L Buckner,"Atlanta, Georgia",,2020-05-12,0.0,,,Twitter for Android,funder watch saw clips worst lies racistinchief trumppressconference worst presser since https co ubunrtqgdz
#WeijiaJiang  #Weijia   Worst #TrumpPressConference  since  #Clorox day presser  #TrumpMeltdown  #KaitlanCollins… https://t.co/9CuZrqXlwv,1.260033091604603e+18,Hassie L Buckner,"Atlanta, Georgia",,2020-05-12,1.0,,,Twitter for Android,weijiajiang weijia worst trumppressconference since clorox day presser trumpmeltdown kaitlancollins https co cuzrqxlwv
This is what it feels like to win the Super Bowl right??? #Clorox @Clorox https://t.co/OjBBofWwC6,1.2600167290542612e+18,Sunny on The Inside,,,2020-05-12,25.0,,,Twitter for iPhone,feels like win super bowl right clorox clorox https co ojbbofwwc
RT @Peppermint247: while we are all in #lockdown laughing at bleach jokes ( Many of which ARE funny) #Trump is CURRENTLY making it LEGAL to…,1.260016642127303e+18,abby,,,2020-05-12,0.0,,,Twitter for iPhone,rt peppermint lockdown laughing bleach jokes many funny trump currently making legal
"@3rdHourTODAY #Clorox #StayHealthy 
I reuse my clorox wipes after sanitizing in 1/4 cup bleach and 1 gallon of water https://t.co/SDvULiFcQv",1.260006052935766e+18,LaVona Odingo,,,2020-05-12,0.0,,,Twitter Web App,rdhourtoday clorox stayhealthy reuse clorox wipes sanitizing cup bleach gallon water https co sdvulifcqv
RT @ABC7: When will #Clorox wipes again be plentiful in stores? Here's what the president of the company says https://t.co/SF3CwwsMed,1.2600048580876083e+18,Sabrina,"Encinitas, CA 🇺🇸",,2020-05-12,0.0,,,Twitter for iPhone,rt abc clorox wipes plentiful stores president company says https co sf cwwsmed
"Restocked again!!

Clorox Disinfecting Bleach Free Cleaning Wipes, Fresh Scent, 75 Wipes, Pack of 3

Starting at $1… https://t.co/cPqZiO7Pn5",1.2599893776499057e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-11,0.0,,,Twitter Web App,restocked clorox disinfecting bleach free cleaning wipes fresh scent wipes pack starting https co cpqzio pn
"RT @Codes4Deals: Restock!! Will sell out quick

Clorox Disinfecting Wipes Value Pack, 75 Ct Each, Pack of 3

*location based and may not be…",1.2599887648201482e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-11,0.0,,,Twitter Web App,rt codes deals restock sell quick clorox disinfecting wipes value pack ct pack location based may
@irishfiveo @NjReligious Nope. Hard to believe I know but president’s word still matter. People are stupid. #clorox,1.2599840976923116e+18,Bill Davis,"New York, NY",,2020-05-11,0.0,,,Twitter for iPhone,irishfiveo njreligious nope hard believe know president word still matter people stupid clorox
"Despite the upheaval caused by the #coronavirus pandemic, some companies been thriving because of dramatic shifts i… https://t.co/xfkATelpxb",1.259976077885178e+18,AnuPartha,,,2020-05-11,2.0,,,Hootsuite Inc.,despite upheaval caused coronavirus pandemic companies thriving dramatic shifts https co xfkatelpxb
"Restock!! Will sell out quick

Clorox Disinfecting Wipes Value Pack, 75 Ct Each, Pack of 3

*location based and may… https://t.co/uFM31sNyKF",1.2599677284940022e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-11,0.0,,,Twitter Web App,restock sell quick clorox disinfecting wipes value pack ct pack location based may https co ufm snykf
@CNN I know personally during a pandemic I completely require my @Tesla to be completed in a timely manner....said… https://t.co/GVhs8QfPcj,1.259965271810298e+18,CaliMom2731818,United States,,2020-05-11,0.0,,,Twitter for iPhone,cnn know personally pandemic completely require tesla completed timely manner said https co gvhs qfpcj
"Restock!!

Clorox Disinfecting Bleach Free Cleaning Wipes, Fresh Scent, 75 Wipes, Pack of 3

Starting at $11.97… https://t.co/2A7Bz7MDpK",1.2599631688744714e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-11,1.0,,,Twitter Web App,restock clorox disinfecting bleach free cleaning wipes fresh scent wipes pack starting https co bz mdpk
@BadOrangeManBad @VAnastasini @kjemcgregor Thanks for verifying your confirmation bias 🤦🏻‍♀️ “Fox News entertainmen… https://t.co/9FEs2SvNqA,1.2599619139471073e+18,Paola,NYC ,,2020-05-11,0.0,,,Twitter for iPhone,badorangemanbad vanastasini kjemcgregor thanks verifying confirmation bias fox news entertainmen https co fes svnqa
"RT @vicsepulveda: Obama wanted you to have health insurance...Trump wants you to drink bleach.

The difference between both parties summed…",1.2596293374956012e+18,Cbarrett2,"Ohio, USA",,2020-05-10,0.0,,,Twitter for iPhone,rt vicsepulveda obama wanted health insurance trump wants drink bleach difference parties summed
